entity1,relationship,entity2
Meereen,support,Daenerys Targaryen
Jorah,support,Daenerys Targaryen
Tyrion,support,Westeros
Ironborn,support,Euron
Euron,supports expanding,Ironborn
Dany,supposed to return,Vaes Dothrak
Podrick,surmises,Arya
Barristan,surmises,Jorah
Tyrion,surmises that he must be,Jorah Mormont
Osha,surprise,Osha
Daenerys,surprised to find,Drogo
Cersei,surprised to see,Tyrion
Lyanna Stark,surprises,Robert
Arya,surprising,Waif
Ser Amory,surrender,Royal
Tyrell,surround,Great Sept
Wall,surrounded,Drogo
Robb,surveys,Silent Sisters
Jon Snow,survived the injuries inflicted,Ygritte
Daenerys,surviving,Warlocks
Balon Greyjoy,surviving,Theon
Wall,surviving,White Walker
Sansa –,surviving,Stark
Tormund,surviving,Hardhome
Joffrey,suspected that it was,Cersei
Tywin,suspects,Arya
Yara,suspects,Theon
Margaery,suspects is,Tommen
Robert,swaps,Ser Barristan Selmy
Samwell Tarly,swear,Night's Watch
Dothraki,swear,Dragons
King,swear to tell,Bolton
North,swearing,Robb
Daenerys,swears,Qarth
Brienne,swears,Catelyn
Royce,swears,Robin
Selyse,switches tactics and suggests,Melisandre
Orell,swoops,Jon
Sam,swore to defend,Wall
Tyrion,sympathizes,Bran
Akho,tackles,Jorah
Westeros,take,Dothraki
Robert,take,Robert
Eddard,take,Eddard
Slynt,take,Queen
Robb,take,Olyvar Frey
Tywin,take,Shae
Tywin Lannister,take,Hand
Osha,take,Rickon
Robb Stark,take,Roose
Ramsay,take,Moat Cailin
Daario,take,Second Sons
Bronn,take,Myrcella
Trystane,take,Oberyn
Daenerys,take,Khal Moro
Ser Davos,take,Melisandre
Kevan,take,Ellaria Sand
Daario,take,Lhazareen
Bolton,take Theon alive,Robb
Cersei,take the black and join,Benjen
Dany,take what is,Joffrey
Khal Drogo,taken an oath to take,Iron Throne
Sansa,taken to see,Ramsay
Jon Snow,takes,Sam
Grenn,takes,Sam
Cersei,takes,Eddard
Irri,takes,Daenerys
Sam,takes,Jon
Jorah,takes,Daenerys
Joffrey,takes,Sansa
Grand Grand,takes,Ros
Osha,takes,Bran
Sam,takes,Jon
Bran,takes,Winterfell
Robb,takes,Harrenhal
Night's Watch,takes,Varys
Jorah,takes,Daenerys
Arya,takes,Needle
Jon,takes,Ygritte
Yezzan,takes,Meereen
Daenerys,takes,Missandei
Daario,takes,Iggo
Jon Jon,takes his place amongst,Night's Watch
Stannis,takes the time to visit,Queen Selyse
Gendry,taking,Arya
Grand Grand,taking,Tywin
Westeros,taking,King
Sparrows,taking,Lancel Lannister
Night,taking,Jon
Tommen,talk,Myrcella
Eddard Stark,talked,Lyanna
Sansa,talking about breaking,Joffrey
Eddard,talks,Varys
Cersei,tasks,Petyr Baelish
Jaime,tasks,Brienne
Jaime,tasks,Brienne
Jon,tasks,Sam
Sansa,tasks,Brienne
Robb,tasks her with seeking,Renly
Westeros,taught,First Men
Sam,taunting,Jon
Locke,taunting,Jaime
Alliser Thorne,taunts,Jon
Catelyn,taunts,Ned
Sandor,taunts,Arya
Oberyn,taunts,Gregor
Braavos,teach,Arya
Missandei,teaches,Grey Worm
Shireen Baratheon,teaches,Gilly
Anguy,teaching,Arya
Matthos,teaching,Davos
Seven Kingdoms,tearing,Westeros
Lancel,tell,Lancel
Amory,tell,Tywin
Sansa,tell,Joffrey
Grey Worm,tell,Rhaegal
Jon,tell,White Harbor
Jaime,tell everyone and destroy,Tywin
Robert,telling,Joffrey
Jaqen H'ghar,telling,Amory Lorch
Ygritte,telling,Jon
Tywin,telling,Tyrion
Drowned God,telling,Balon
Valar Morghulis,telling her to speak,Braavos
Myrcella,telling them to do,Oberyn
Jaime,tells,Tyrion
Eddard,tells,Jon
Tyrion,tells,Jon
Varys,tells,Eddard
Old Old,tells,Bran
Old Nan,tells,Bran
Sam,tells,Jon
Baelish,tells,Sansa
Catelyn,tells,Tyrion
Robert,tells,Eddard
Viserys,tells,Ser Jorah
Ser Jorah,tells,Daenerys
Eddard,tells,Robert
Eddard,tells,Joffrey
Varys,tells,Renly
Osha,tells,Old Gods
Septa Mordane,tells,Sansa
Varys,tells,Eddard
Varys,tells,Catelyn
Maester Aemon,tells,Night's Watch
Varys,tells,Eddard
Mormont,tells,Jon
Craster,tells,Jeor
Lancel Lancel,tells,Sansa
Catelyn,tells,Petyr
Theon,tells,Bran Stark
Stannis,tells,Davos
Shae,tells,Sansa
Varys,tells,Bronn
Mormont,tells,Sam
Jaime,tells,Brienne
Kraznys,tells,Daenerys
Tormund,tells,Jon
Ygritte,tells,Jon
Jojen,tells,Bran
First Men,tells,Castle Black
Orell,tells,Jon
Daenerys,tells,Jorah
Brienne,tells,Jaime
Jaime,tells,Lord Bolton
Daenerys,tells,Barristan
Meera Reed,tells,Bran
Brienne,tells,Renly
Missandei,tells,Meereen
Ser Jorah,tells,Daenerys
Jaime,tells,Cersei
Lady Olenna,tells,Margaery
Oberyn Martell,tells,Oberyn
Daenerys,tells,Jorah
Daenerys,tells,Jorah
Sansa,tells,Winterfell
Sansa,tells,Sansa
Grey Grey,tells,Jorah
Jon,tells,Sam
Sam,tells,Jon
Brienne,tells,Arya
Varys,tells,Illyrio Mopatis
Brienne,tells,Podrick
Barristan Barristan,tells,Mad King
Jon,tells,Stannis
Aemon,tells,Jon
Stannis,tells,Ser Davos
Brienne,tells,Catelyn Stark
North,tells,Sansa
Jorah,tells,Tyrion
Waif,tells,Arya
Waif,tells,Arya
Olyvar,tells,High Sparrow
Qyburn,tells,Grand Maester Pycelle
Qyburn,tells,Tommen
Myranda,tells,Sansa
Jon Jon,tells,Sam
Satisfied,tells,Arya
Balon,tells,Euron
Yara,tells,Aeron Greyjoy
Eddard,tells,Ser Arthur Dayne
Margaery,tells,Loras
Jaqen,tells,Lady Crane
Bran,tells,Hodor
Sam,tells Gilly that they are,Castle Black
Bolton,tells Jaime he will send,King
Ramsay,tells her that he is,Roose Bolton
Reek,tells her to obey,Ramsay
Cersei,tells him his life is,Joffrey
Jon,tells him not to worry,Jon
Tywin,tells him to deal,Baelish
Orell,tells him to have,Jon
Robb,tells him to leave,Karstark
Light,tempted,Jon
Stannis,tempts,Jon
Silent Sisters,tend,Stark
Small Council,tenses waiting,Tywin
Valyrian,test,Valyrian
Tywin,testify,Shae
Ser Davos Seaworth,tests,Stannis Baratheon
Daenerys Targaryen,than any,Westeros
Cersei,than the,Queen Mother
Tormund,than the,Ramsay
Dontos Hollard,thanks her for convincing,Joffrey
Sansa,that,Gregor
Eddard,that,Daenerys Targaryen
Daenerys,that,Robert Baratheon
Eddard,that,Sansa
Sansa,that,Baelish
Tyrells,that,Joffrey
Angered,that,Locke
Joffrey,that,Sansa
Selyse,that,Shireen
Jon,that,Ygritte
Cersei,that,Oberyn Martell
Jon,that,Stannis
Olly,that,Jon
Sansa,that,Ramsay
Sansa,that,Brienne
Ellaria,that The,Mountain
Jorah,that a,Queensguard
Lysa,that a,Septon
Melisandre,that a,King
Cersei,that a,Dorne
Arya,that a,Bianca
Sam,that all,Castle Black
Lord Eddard,that every,Baratheon
Dothraki,that the,Dothraki
Eddard,that the,Dothraki
Robert,that the,Seven Kingdoms
Jon,that the,Night's Watch
Ser Rodrik Cassel,that the,Lannisters
Cersei,that the,North
Aemon,that the,White Walkers
Eddard,that the,Dothraki
Sansa,that the,Queen
Littlefinger,that the,Eddard Stark
Bronn,that the,Lannisters
Daenerys Targaryen,that the,Khal Drogo
Jon Umber,that the,North
Jaime,that the,Starks
Tyrion,that the,Mad King
Tyrion,that the,Lannisters
Daenerys,that the,Qarth
Melisandre,that the,Lord
Jon,that the,First Men
Robb,that the,Lannisters
Mance,that the,White
Tywin,that the,Vale
Tywin,that the,Lannisters
Jorah,that the,Lord Commander
Talisa,that the,Karstark
Conquer,that the,Targaryens
Baelish,that the,Tyrells
Olenna,that the,Tyrells
Loras,that the,Red Keep
Catelyn,that the,Lord Walder Frey
Davos,that the,Stannis
Walder,that the,Blackfish
Tyrion,that the,Lord
Tyrion,that the,Northerners
R'hllor,that the,Davos
Daenerys,that the,Yunkish
Shireen,that the,Faith
Arya,that the,Hound
Ned Stark,that the,Ned Stark
Tywin,that the,Hound
Dany,that the,Second Sons
Mance,that the,Night's Watch
Mance,that the,Free Folk
Arya,that the,Faceless Man
Yunkai,that the,Wise Masters
Whisperers,that the,Hand
Cersei,that the,High Septon
Coin Mace Tyrell,that the,Iron Bank
Pycelle,that the,Small Council
Faith Militant,that the,High Sparrow
Stannis,that the,Lord
Jon,that the,Night's Watch
Unsullied,that the,Sons
Tyrion,that the,Targaryens
Olenna,that the,High Septon
Olyvar,that the,Loras
High Sparrow,that the,Gods
High Sparrow,that the,Westeros
Davos,that the,Boltons
Myrcella,that the,Dorne
Bronn,that the,Martells
Jaqen H'ghar,that the,Thin Man
Jon,that the,Citadel
Jorah,that the,Dothraki
Ellaria,that the,Dorne
Red Keep,that the,Faith Militant
Deepwood Motte,that the,Ironborn
Aeron,that the,Kingsmoot
Ser Arthur,that the,Sword
Varys,that the,Wise Masters
Loras,that the,Sparrow
Tommen,that the,Iron Throne
Council,that the,High Sparrow
Olenna,that the,Sparrows
Great Sept,that the,Faith Militant
Dothraki,that the,Dothraki
Jaqen H’ghar,that the,Faceless Men
Bran,that the,Night King
Hodor,that the,Night King
Ser Duncan,the,Tall
Brandon,the,Builder
Sansa,the,Moon Door
Brienne,think,Renly
Joffrey,think,Tyrion
Tywin,think they should do,Tywin
Arya,thinking,Brienne
Tommen,thinking,Cersei
Daenerys,thinking,Dothraki
Theon,thinks,Robb
Podrick,thinks,Sansa
Arya,thinks is,Hound
Sansa,thinks it is,Baelish
Shae,thinks it is,Tywin
Sansa,thinks she cares,Ramsay
Tommen,thinks she should return,Casterly Rock
Tommen,thinks that his mother is,King
Davos,thinks that they should go,Castle Black
Arya,thinks to be,Blackwater
Jaime,though the,Northern
Sansa,though the,Lord Tywin
Littlefinger,thought,Littlefinger
Daenerys,thought she would conquer,Drogo
East,threaten,Westeros
Robb,threatening,Bran
Lannisters,threatening to have,Margaery
Baelish,threatening to have,Brienne
Eddard,threatens,Lord Baelish
Tyrion,threatens,Joffrey
Myranda,threatens,Sansa
Cersei,threatens to destroy,House Lannister
Kingsroad,threatens to drive,Robert
Olenna,threatens to end,Tyrell
Catelyn,threatens to kill,Walder
Karl,threatens to kill,Meera
Daenerys,through,Sumai
Dreadfort,through,Roose Bolton
Stannis,through,Shireen
Olenna,through all,Varys
Daenerys,through the,Red Waste
Daenerys,through the,Red Waste
Red Keep,through the,King
Gendry,through the,Jaqen
Tarth,through the,Riverlands
Harrenhal,through the,Riverlands
Joffrey,through the,Book of Brothers
Sandor Clegane,through the,Riverlands
Jon,through the,Karl
Lysa,through the,Moon Door
Night's Watch,through the,Wall
Tyrion,through the,Old Valyria
Arya,through the,Waif
Meereen,through the,Smoking Sea
Lanna,through the,Braavos
Winterfell,through the,Wolfswood
Brutal,throughout the,Meereen
Cersei,throughout the,Tommen
Tormund,throw,Wall
Meereen,throw,Daario
Baelish,throw,Lord Royce
Sansa,throw her out for kissing,Petyr
Daenerys,thrown to see,Dothraki
Arya,throws,Joffrey
Selmy,throws,Joffrey
Sandor,throws,Anguy
Margaery,throws,Cersei
Tywin,tired and advises,Queen Regent
Joffrey,tired but leaves,Tywin
Sansa,to,Ser Ilyn Payne
Lannisters,to,Robert
Wall,to,King
Tyrion,to,Catelyn
Daenerys,to,Drogo
Ser Alliser Thorne,to,King
Alton Lannister,to,King
Jaime,to,King
Riverlands,to,Riverrun
Melisandre,to,Dragonstone
Sansa,to,Ser Loras
Jon,to,Thorne
Salladhor Saan,to,Stannis
North,to,Stannis
Tyrion,to,Daenerys
Malko,to,Yezzan zo Qaggaz
Wall,to,Castle Black
Sansa Stark,to,House Bolton
Drogon,toasting,Meereen
Fennesz,toiled,Master Mighdal
Jon,told,Mance Rayder
Sam,told,Jon
Cersei,told,Oberyn
Littlefinger,told,Lord Royce
Viserys,told,Mad King
Viserys,told,Rhaegar
Tyrion,told him dragons were,Tyrion
Yara,told to take,Deepwood Motte
Arya,took,Needle
Master Mighdal,took,Mighdal
Khal Drogo,took fighting,Mago
Theon,took the boys captive,Greyjoys
Robert,tormenting,Lancel Lannister
Joffrey,torments,Ros
Lannisters,torture,Sansa
Ramsay,tortured and flayed,Theon
White Walker,tossing,Will
Yoren,toward the,Arya
Watch,toward the,Jon
Dothraki,towards,Vaes Dothrak
Varys,towards the,Red Keep
Podrick Payne,towards the,Bloody Gate
Thoros,trades,Sandor
Jon,train,Jon
Anguy,trains,Arya Stark
Irri,translates,Drogo
Kraznys mo Nakloz,translating,Low Valyrian
Ned,travel,King
Chosen,travel,Riverlands
Jon,travel,Oldtown
Arya Stark,traveling,Yoren
Pentos,travelling,Meereen
Viserys,tremble to behold,Viserys
Volantene,triarch,Belicho Paenymion
Cressen,trick,Melisandre
Qhorin,tricked Mance into trusting,Jon
Theon Greyjoy,tried to escape,Ramsay
Catelyn,tried to have,Bran
Lannisters,tried to kill,Bran
Kingsguard,tried to kill,Tyrion
Tyrion,tried to murder,Bran
Bronn,tried to sell,Jaime Lannister
Trystane,tried to take,Myrcella
Lancel,tries to be,Cersei
Daenerys,tries to convince,Drogo
Jon,tries to convince,Night's Watch
Jaime,tries to convince,Myrcella
Trystane,tries to draw,Bronn
Brienne,tries to get,Podrick
Meera,tries to get,Bran
Sam,tries to halt,Walker
Sansa,tries to help,Joffrey
Shae,tries to help,Sansa
Margaery Tyrell,tries to ingratiate,Cersei
Luwin,tries to intervene,Dagmer
Davos,tries to kill,Melisandre
Arya,tries to leave,Hound
Jon,tries to persuade,Ygritte
Sansa,tries to slip,Lysa Arryn
Ser Meryn,tries to support,Tyrion
Jon,tries to talk,Ygritte
Sam,tries to talk,Jon
Olenna,tries to talks,Cersei
Rast,trust,Craster
Winterfell,trusted,Eddard Stark
Grey Worm,trusts,Daario
Edd,trusts,Edd
Lommy,try,Arya
Daenerys,try it when she asks,Grey Worm
Tywin,try stopping,Joffrey
Pypar,try to comfort,Sam
Yara,try to convince,Balon
Forest,try to fend,Bran
Brienne,try to live,Jaime
Tyrion,try to pass,Tyrion
Arya,try to ransom,Arya
Robb,try to repair,House Frey
Littlefinger,try to take,Sansa Stark
Talisa,try to take,Lannisters
Jorah,trying to figure,Barristan
Bran,trying to free,Ghost
Ygritte,trying to help,Jon
Jon,trying to provoke,Jon
Ser Jorah Mormont,trying to steal,Dany
Osha,trying to tell,Bran
Cersei,turn,Joffrey
Cersei,turn,Tommen
Ramsay,turn,North
Wall,turn on officers who are,Mormont
Barristan,turned,Jaime Lannister
Winterfell,turning,Theon
Tyrion,turns,Joffrey
Arya,turns,Hot Pie
Daenerys,turns,Missandei
Kingsguard,turns,Jaime
Tyrion,turns,Cersei
Arya,turns around brandishing,Needle
Jon,turns around to find,Ygritte
Daenerys,turns to face,Kraznys
Westeros,under,Lannister
Riverlands,under,Tywin Lannister
Illyrio,under the,Red Keep
Eddard Stark,under the,Red Keep
Joffrey,under the,Targaryens
Renly Baratheon,under the,Stannis Baratheon
Jon Jon,under the,Tormund
King,under the,Great Sept
Baelor,under the,Flea Bottom
Flea Bottom,under the,Red Keep
Bolton,under the,Steelshanks
Locke,under the,Tarth
Gregor Clegane,under the,Qyburn
Ghost,underneath the,Jon
Tyrion,undertakes,King
North,unite,Jon
Tyrion,until,Jaime
Wall,until,Mance
Mormont,until the,Old Bear
Arya,until the,Waif
Joffrey Baratheon,upcoming,Margaery Tyrell
Maester Aemon,updating,Daenerys
Jaime,uphold his oath to return,Catelyn Stark
Beric,upon the,Lord
Eddard,upsets,Varys
Robert,upsetting,Sansa
Sworn Brothers,urge,Lord Commander Jeor Mormont
Davos,urged,Stannis
Shireen,urged,Stannis
Jon,urges,Arya
Varys,urges,Eddard
Pyat Pree,urges,Daenerys
Shae,urges,Tyrion
Catelyn,urges,Robb
Ser Jorah,urges,Daenerys
Varys,urges,Tyrion
Brienne,urges,Steelshanks
Jon,urges,Stannis
Tyrion,urges,Jorah
Luwin,urges her not to tell,Bran
Robb,urges her to be,Robb
Meera Meera,urges them to move,Bran
Shireen,use,Gilly
Masters,use,Tyrion
Sansa,used to be,Myranda
Ned Stark,used to defend,Ned Stark
Tyrion,used to observe,Orson
Qyburn,used to spy,Varys
Casterly Rock,used to talk,Cersei
Jon,uses,Ghost
Tyrion,uses,Lysa
Stannis,uses,Ser Davos
Hodor,uses him to kill,Locke
Stannis,usher,Stannis
Eddard,using,Valyrian
Melisandre,using,Gendry
Catelyn,using,Petyr
Stannis,using blood magic to assassinate,Renly
Forest,using magic projectiles to fend,Walkers
Jon,using murmured,High Valyrian
Tywin,utters,Tyrion
Smalljon,verify,Rickon
Cersei,visit,Margaery
Sansa,visit,Highgarden
Gilly,visit,Gilly
Gilly,visit,Maester Aemon
Ser Davos,visit the,Iron Bank
Meereen,visit the queen and lays,Daenerys
Cersei,visits,Catelyn Stark
Sansa Stark,visits,Great Hall
Cersei,visits,Eddard
Varys,visits,Eddard Stark
Varys,visits,Eddard Stark
Varys,visits,Ros
Samwell Tarly,visits,Gilly
Shireen,visits,Davos
Jaime,visits,Cersei
Daario,visits,Daenerys
Baelish,visits,Sansa
Mace,visits,Iron Bank
Davos,visits,Stannis
Stannis,visits,Shireen
Tommen,visits,Cersei
Davos,visits,Melisandre
Kingsguard,visits,High Sparrow
Waif,voices,Arya
Brienne,vows to find,Sansa
Hound,vs,Beric
Sansa,wait,Joffrey
Roose Roose,wait,Winterfell
Samwell,wait to see,Oldtown
Bronn,waiting,Vardis
Varys,waiting,Commander Janos Slynt
Daenerys,wakes,Ser Jorah Mormont
Grey Grey,wakes,Missandei
Varys,walk,Long Bridge
Varys,walking,Meereen
Daenerys,walks,Kraznys
Maester Aemon,waning and entrusts,Sam
Queen Regent Cersei,want,Queen Margaery
Melara,want to continue,Cersei
Cersei,want to give,Tyrells
Stark,want to hear,Jaime
Beric,want to let,Sandor
Daenerys,want to marry,Drogo
Jaime,want to negotiate,Locke
Lannister,want to rape,Tyrion
Craster,want to sacrifice,White Walkers
Robert,wanted,Daenerys
Qhorin,wanted,Jon
Yara,wanted her to rule,Aeron
Eddard,wanted to extend,Cersei
Mance,wanted to kill,Jon
King,wanting to drive,Robb Stark
Robb,wanting to give,Lannisters
Dorne,wanting to unite,Seven Kingdoms
Jorah,wants,Daenerys
Ser Loras Tyrell,wants,Stannis
Stannis,wants,Joffrey
Joffrey,wants,Small Council
Gilly,wants,Sam
Cersei,wants,Qyburn
Melisandre,wants dead as they burn,Robb Stark
Rickard,wants it to haunt,Robb
Jaime,wants to have,Brienne
Styr,wants to kill,Jon Snow
Eddard,wants to know,Varys
Karl Tanner,wants to know,Craster
Stannis,wants to know,Sam
Jon,wants to leave,Night's Watch
Catelyn Catelyn,wants to make,Tyrion Lannister
Ygritte,wants to make,Jon Snow
High Sparrow,wants to put,Sparrow
Margaery,wants to return,Tommen Baratheon
Roose,wants to see,Ramsay
Bran,warg,Hodor
Meera,warg,Hodor
Bran Stark,warging,Summer
Bran,wargs,Hodor
Rast,warn Karl the keep is,Jon
Eddard,warned,Cersei
Theon,warning,Robb
Daenerys,warning,Drogon
Tyrion,warning him not to interfere,Sansa
Tyrion,warns,Varys
Qhorin,warns,Jeor
Quaithe,warns,Jorah
Sansa Stark,warns,Sansa
Sansa,warns,Tyrells
Mance,warns,Jon
Tyrion,warns,Bronn
Jaime,warns,Brienne
Tormund,warns,Jon
Joffrey,warns,Ser Davos
Jon,warns,Mance Rayder
Baelish,warns,Ramsay
Lancel,warns,Baelish
Olenna,warns,Cersei
Aemon,warns,Gilly
Roose,warns,Ramsay
Brienne,warns,Melisandre
Night's Watch,warns her not to trust,Cersei
Roose,warns that retreating,Northern
Jory,was,Ser Hugh
Tyrion,was,Tysha
Jaime,was,Jaime
Lancel,was,Robert
Lommy,was,Gendry
Torrhen,was,Lord Rickard Karstark
Tyrion,was,Shae
Stannis,was,Davos
Howland,was,Eddard
Cersei,was,Margaery
Jon,was,Catelyn
Renly,was,Loras
Littlefinger,was,Sansa
Sandor,was,Mummer
Jorah,was,Robert
Renly,was,Gendry
Gilly,was,Craster
Ser Dontos,was,Joffrey
Elia,was,Tywin
Pod,was,King
Myr,was,King
Tyrion,was,Volantis
Wall,was,Jeor
Cersei,was,Faith Militant
Tywin,was,Daenerys
Dragons,was,Rhaenyra Targaryen
Red Wedding,was Roose who personally murdered,Robb
Mace,was a fool for supporting,Renly Baratheon
Blackfish,was a stupid joke created,Brynden
Varys,was acting,Hand
Dontos,was actually made,Baelish
Tyrion,was before he met,Shae
Sansa,was born,Winterfell
Daenerys,was born,Robert Baratheon
Queen Selyse,was born,House Florent
Shireen,was born,Dornish
North,was captured,Yara
Bran,was climbing,Winterfell
Barristan,was commanding,Siege
Yara,was commanding,Ironborn
Tyrion,was convinced,Varys
Theon,was cut,King
Jorah,was defending,Daenerys
Rickard,was denied,Robb
House Targaryen,was destroyed,Robert
Dragonstone,was destroyed,Blackwater
Summer,was eating,Bran
Wall,was gifted,Night's Watch
Brienne,was given,Jaime
Jaime Lannister,was giving,Joffrey
Robb,was hoping,Tywin
Robert,was kidnapped,Prince Rhaegar Targaryen
Loraq,was killed,Daenerys
Margaery,was married,Renly
Longclaw,was meant,Ser Jorah Mormont
Bran,was n't simply experiencing,Jojen
Balon,was n't successful was,Yara
Mance,was named,Mighty
Robb Stark,was only manned,Rennick
Sansa,was only telling,Petyr
Joffrey,was poisoned,Oberyn
Bolton,was poisoned,Smalljon
Sam,was possibly orchestrated,Ser Alliser Thorne
Catelyn,was praying,Bran
Razdal,was promised,Daenerys
Jon Arryn,was searching,Robert
Iron Throne,was seized,Robert
Pypar,was sent,Watch
Citadel,was sent,Stannis Baratheon
Mace,was sent,Cersei Lannister
Grey Worm,was set,Daenerys Stormborn
Jorah,was spying,Daenerys
Mance Rayder,was taken,The Wall
Baelish,was taking,Sansa
Rast,was taunting,Ghost
Arya,was to find,Robb
Edmure,was to lure,Tywin
Tarth,was warned,Podrick Payne
Margaery,was willing to send,Cersei
Margaery Tyrell,watch,Ser Loras
Unable,watch him suffer,Jon
Rickon,watched,Winterfell
Tyrion,watches,Daario
Arya,watches,Bloody Hand
Lord Lord,watching,Bran Stark
Winterfell,watching,Uncle Benjen
Winterfell,watching,Ned Stark
Cersei,weaken,Qyburn
Water Gardens,wearing,Martell
Bronn,wed,Sansa
Shae,weds,Sansa
Sansa,weeps,Baelish
Robb,weighs a compromise to repair,House Frey
Benjen,welcomes,Tyrion
Tyrion,welcomes,King
Tyrion,went from being,Meereen
Cersei,were,Targaryen
Faceless Men,were,Valyria
Lannister,were asking,Harrenhal
Karstark,were both killed,Jaime Lannister
Jon,were defending,Castle Black
Targaryens,were famous for going,Daenerys
Sandor,were in fact committed,Gregor
Oberyn,were looked,King
Jaime,were out riding,Casterly Rock
Elia,were quite disturbed,Cersei
Catelyn,were riding,Winterfell
Robb,were stationed,Riverrun
Rickon,were to happen,Bran
Sansa,were to marry,Loras
Jon,what,Ned
Cersei,when,Cersei
Vale,where,Arya
High Septon,whether the,Loras
Small Council,which,Tywin
Casterly Rock,while,Joffrey
Iggo,while,Akho
Ellaria,while a,Myrcella
Wall,while the,Night's Watch
Winterfell,while the,North
Tyrion,while the,Kingsguard
Kinvara,while the,Lord
Roose,whipped and the baby drowned,Roose
Robb,whispering,Lannisters
Eyrie –,whom,Brienne
Craster,wildling,Craster
Free Folk,wildling,Hardhome
Wall,wildling party led,Tormund Giantsbane
Lord Renly,win,Renly
Starks,win,Balon
Selmy,win,Iron Throne
Robb,win,House Frey
Drogo,wins will kill,Daenerys
Seven Kingdoms,wishes,Margaery Tyrell
Stannis,wishes,Jon
Tyrion,wishes he could prove,Tyrion
Daenerys,wishes she 'd known,Rhaegar
Iron Islands,wishing,Yara
Wall,with,Jeor Mormont
Westeros,with,Drogoʼs
Kingsroad,with,Yoren
Dorne,with,House Martell
Amory Lorch,with,Ser Gregor Clegane
Light,with,Stannis
Dragonstone,with,Gendry
Longclaw,with,Sam
Sansa Stark,with,Petyr Baelish
Faces,with,Jaqen H'ghar
Hardhome,with,Tormund
Lord Mace Tyrell –,with,Lady Olenna Tyrell
Lady,with a,Bran
Jory,with a,Robert
Jon,with a,Thorne
Sandor Clegane,with a,Joffrey
Tyrion,with a,Lord Tywin
Theon,with a,Torrhen
Brotherhood,with a,Sandor
Karl,with a,Mormont
Jaime,with a,Jaime
Dany,with a,Yunkai
Gilly,with a,White Walker
Tywin,with a,Sam
Arya,with a,Needle
Tywin,with a,Cersei
Jaime,with a,Bronn
Sand Snakes,with a,Obara
Sansa,with a,Sansa
Petyr Petyr,with a,Arryn
Sam,with an,Ghost
Renly,with another,Cersei
Varys,with both,Eddard
Grey Worm,with some,Meereen
Harpy,with that,Grey Worm
Gared,with the,White Walker
Drogo,with the,Dothraki
Joffrey,with the,Starks
Arya,with the,Eddard
Robert,with the,Lannisters
Robb,with the,Lannisters
Catelyn,with the,Walder Frey
Daenerys,with the,Qotho
Ser Davos,with the,Lannisters
Iron Islands,with the,Captain
North,with the,Starks
Renly,with the,Red Priestess Melisandre
Renly,with the,House Tyrell
Cersei,with the,Alchemists
Daenerys Targaryen,with the,Spice King
Bronn,with the,Lannister
Bronn,with the,Hound
Lady Catelyn,with the,Talisa
Stannis,with the,Tyrells
Arya Arya,with the,Brotherhood Without Banners
South,with the,Free Folk
Wall,with the,White Walkers
Podrick,with the,Tyrion
Robert Baratheon,with the,Targaryen
Robb,with the,Karstark
Robb,with the,Tywin
Tormund,with the,Jon
Qarth,with the,Yunkai
Arya,with the,Brotherhood
Barristan,with the,Second Sons
Sandor Sandor,with the,Arya Stark
Yara Greyjoy,with the,Greyjoy
Tyrion,with the,Lives of Four Kings
Baelish,with the,Lannisters
Rast,with the,Ghost
Sansa,with the,Hound
Ramsay,with the,Greyjoy
Littlefinger,with the,Alayne
Jaime,with the,Varys
Pentos,with the,Varys
Cersei,with the,High Sparrow
Stannis,with the,Night's Watch
Cersei,with the,High Sparrow
Cersei,with the,High Sparrow
Jon,with the,Stannis
Arya,with the,Faceless Men
Lady Olenna,with the,High Sparrow
Dragonstone,with the,Targaryens
Gilly,with the,Tormund
Valyrian,with the,White Walker
Ellaria,with the,Lannisters
Cersei Lannister,with the,Iron Bank
Ramsay,with the,Bastard
Vaes Dothrak,with the,Khals
High Sparrow,with the,High Sparrow
Tormund,with the,Lord Commander
Vala,with the,Sons
Daenerys Targaryen,with the,Dothraki
Arya Stark,with the,Waif
Arya,with the,Waif
Smalljon,with the,Boltons
Queen Margaery Tyrell,with the,High Sparrow
Daenerys,with the,Vaes Dothrak
Leaf,with the,First Men
Tywin,withdrew,King
House Frey,withdrew,Robb
Sansa,within a,Arya
Brotherhood,without,Banners
Sandor,witness,Frey
Commander Commander,witnessed,Jon
Sam,witnessed,Hardhome
Will,witnesses,Gared
Sansa,witnesses,Baelish
Petyr Petyr,witnesses the action and assures,Sansa
Bronn,wonders,Jaime
Littlefinger,wonders how many thousands died,Rhaegar
Robb,work,Maester Luwin
Robert,work,Jon Arryn
Qyburn,work,Qyburn
Gendry,worked,Tobho Mott
Castle Black,working,Shireen
Jon Snow,works,Catelyn
Tyrion,works,Lancel Lannister
Gendry,works on repairing,Beric
Cersei,works tirelessly keeping,Tyrion
Arya,worried that she must leave,Syrio
Sansa,worried that this means,Tyrells
Sam,worries,Gilly
Old Gods,worship,Old Gods
First Men,worship,Old Gods
Lannister,wounded,Lord Roose Bolton
Bronn,wounds,Vardis
Jon,wounds,Qhorin
Cersei,wounds,Jaime
Qyburn,writes,Gregor Clegane
Sansa,writing,Robb
Ellaria,writing,King
Margaery,wryly,Queen Regent Cersei
